simu_idx,session_idx,Kp,Ki,Kd,lamda
0,0,0.13829871010176245,0.5957502336629246,0.003013772962066978,0.9920131993809808
0,1,0.14493839015997145,0.5820235603027055,-0.0007377328089604613,0.9921530754191222
0,2,0.14308689731230617,0.5909291420596628,0.000299041229985143,0.9921453568026154
0,3,0.15567289809776738,0.5735976137771803,-0.0061801847047957305,0.993089895043521
0,4,0.14926163316426616,0.585668112636052,-0.0034880933803602774,0.9923124008698975
0,5,0.14717840627444198,0.5912546069891643,-0.00042936969293339683,0.9920991538995211
0,6,0.14573039911384883,0.5912483304731647,-0.0010469535985433928,0.9920865462446623
0,7,0.1418391569333049,0.5843168375571623,0.0013973965339661592,0.9920757084621455
0,8,0.14907279780306062,0.5933643950857014,-0.0025220374508812707,0.9920836668836267
0,9,0.14936381674991886,0.5927902551263389,-0.0022188950928251554,0.9919027288913445
1,0,0.13175661805825695,0.6895290427147374,0.01916825837249764,0.9937990234607893
1,1,0.13677124540222632,0.6993201957009111,0.017744175962449673,0.994007818966483
1,2,0.13816860492234567,0.6996168812260024,0.016831444738488743,0.9939150625845204
1,3,0.13642607058772452,0.6970715773155068,0.01739807043979146,0.9938248879078488
1,4,0.13553887365770118,0.69715478532134,0.01742151617967285,0.9939288019675244
1,5,0.13794423503966244,0.6898471387820456,0.01632492046759375,0.9941102848935541
1,6,0.13454069634302163,0.6957619921765867,0.01869817176675558,0.993891233788684
1,7,0.13774800628020606,0.689055657757603,0.015817204714170974,0.9940776614469553
1,8,0.13447082039888617,0.7017506326874191,0.018436933592036915,0.9938702560243455
1,9,0.14096516435553216,0.6899338145751399,0.015244483941573728,0.9941050188344166
2,0,0.1530941700330262,0.8974632540546562,0.025535790792712853,0.9845703254128174
2,1,0.14619786857545275,0.9177364312654821,0.02942593943772832,0.9843452367887269
2,2,0.1512557237249134,0.9074546709302536,0.026449848660154977,0.9845881805433406
2,3,0.14778015624253055,0.9021194551520361,0.0280492511075737,0.9840386880100708
2,4,0.14897223305432675,0.9054985081441778,0.02752959497276405,0.9842939746982474
2,5,0.1472563177037699,0.9109419916486694,0.027738820108968016,0.984415414117142
2,6,-0.21101983887440542,0.999999988417938,0.365314340050237,0.9812363437914516
2,7,0.14714269144911896,0.9091086584241407,0.02869025602042238,0.9842390711946835
2,8,0.1502531539218201,0.9034540785657004,0.026905948158715116,0.9844920647891097
2,9,0.14996412359945296,0.9168090573740444,0.02774480027192859,0.9848383944404581
3,0,0.12542330138488939,0.50124760143595,0.0024693650011844,0.9871767173257034
3,1,0.12037649070973806,0.4951058539929505,0.004689739056560003,0.9871556976223491
3,2,0.11730947468982966,0.4931689201090161,0.005461687973679672,0.9869668299452751
3,3,0.12596646404303974,0.48763064075202295,0.0007274804020144879,0.988039265669215
3,4,0.12042612891585346,0.49584467174243385,0.0037446307437084703,0.9869894212270104
3,5,0.11926995730440552,0.4996003806427969,0.0051034035746721105,0.9869952396809145
3,6,0.12157586423557194,0.4957315809905707,0.0035956802269642,0.9873617243254513
3,7,0.11731624812239534,0.49281666371411825,0.0050938177387786325,0.9862007875411197
3,8,0.12250344764970186,0.49540697887943086,0.0030457907052406216,0.9871721549442173
3,9,0.13062049221962266,0.4958243006824349,-0.0008856558867967523,0.987552109926047
4,0,0.17288676773255157,0.7703463460656211,0.02121640836136299,0.9486816414438725
4,1,0.16534571616936983,0.768091406931599,0.024642734469891923,0.9490099357402888
4,2,0.17152484234535725,0.7944947915703339,0.026770490391939204,0.9496618385793094
4,3,0.18083923978094926,0.781951855462574,0.0222466980027635,0.9498687621681465
4,4,0.1712805590267589,0.7705512110498168,0.02333581448280132,0.9484212557119582
4,5,0.15810484364613833,0.7796414568947821,0.02766461167153226,0.9463359938758331
4,6,0.1773852364325695,0.7737083344451728,0.023398129998171882,0.9512379440628231
4,7,0.17936861316634892,0.7846387652816748,0.02267848547302747,0.9498172326102317
4,8,0.17927565343778598,0.771336157188224,0.021485565422458355,0.951124145425917
4,9,0.1628564546693216,0.7875271755522487,0.025372103920017295,0.9455747109094998
5,0,0.14879468656264846,0.7623973680909393,0.02264179109110293,0.9922638284909462
5,1,0.14805284810565034,0.7683265388982542,0.02263343544193584,0.9923237949590873
5,2,0.15146863391299287,0.7623392528756897,0.019574946626628245,0.99215361186319
5,3,0.15305482114971705,0.7723280243328442,0.020144524916448612,0.9922077146924668
5,4,0.15088152989618817,0.7651500485329089,0.021225313231137556,0.9920728923960934
5,5,0.15556623290175056,0.7583998025344609,0.01804348452770232,0.992443858014306
