simu_idx,session_idx,lr
0,0,0.16546099321834618
0,1,0.1646829511136535
0,2,0.16482256295112194
0,3,0.16433787855033383
0,4,0.16452768602147816
0,5,0.1649353571296278
0,6,0.1649091427225539
0,7,0.16557397908290955
0,8,0.16522867854978485
0,9,0.1648623442635551
1,0,0.1850043113933896
1,1,0.18595424243076883
1,2,0.18598026180562993
1,3,0.1868460433996724
1,4,0.18489037296961094
1,5,0.18491612204129115
1,6,0.18553660423992419
1,7,0.1859644387241646
1,8,0.1851619446444089
1,9,0.18636932781868626
2,0,0.18372943148806878
2,1,0.18281222578285178
2,2,0.18323687918849985
2,3,0.18296916729299595
2,4,0.1836341168948045
2,5,0.18223288799603496
2,6,0.18327441619024842
2,7,0.18375845768335783
2,8,0.18302367562873195
2,9,0.18249429479290408
3,0,0.23219875518539645
3,1,0.23289095702379592
3,2,0.23177861680787518
3,3,0.23208013733408767
3,4,0.231859814500788
3,5,0.23282939703091757
3,6,0.23225021667940327
3,7,0.232800421507929
3,8,0.23257963738948734
3,9,0.2330382707408718
4,0,0.18030207038417875
4,1,0.18097162123358207
4,2,0.17966288390826352
4,3,0.1802503946794649
4,4,0.1811891267878978
4,5,0.18048027794832436
4,6,0.18046321140536356
4,7,0.1803802650073858
4,8,0.1792280282006552
4,9,0.18064107411418295
5,0,0.23305169181960475
5,1,0.23267182917912735
5,2,0.2323553711815103
5,3,0.2325910255844684
5,4,0.23321223610212546
5,5,0.23325628790041839
5,6,0.232983284919093
5,7,0.23305570458234978
5,8,0.23386238776003493
5,9,0.23295454088635306
6,0,0.1260870418686928
6,1,0.1260950931944061
6,2,0.12623321082281935
6,3,0.1258261116409319
6,4,0.12599290729091697
6,5,0.1266676961935918
6,6,0.12602604463626982
6,7,0.12627326461395277
6,8,0.12651031656166328
6,9,0.12576479220685868
7,0,0.18973173217644837
7,1,0.18888055724952085
7,2,0.1885933256638036
7,3,0.18884964758889616
7,4,0.18947381261775237
7,5,0.18877274616080147
7,6,0.18961903244978892
7,7,0.18923830038520392
7,8,0.1887629219671283
7,9,0.18938891773863634
8,0,0.20054813827613385
8,1,0.20114721007145636
8,2,0.20123804295789474
8,3,0.20104531012608
8,4,0.20010836942198254
8,5,0.20135602532429034
8,6,0.2005018182734177
8,7,0.20109758080500717
8,8,0.20085722005490186
8,9,0.20085237413388185
9,0,0.2199403867323407
9,1,0.22176458297116186
9,2,0.22136780481426827
9,3,0.21999516807555067
9,4,0.2199562211879229
9,5,0.21974874140369138
9,6,0.2203726880619749
9,7,0.2209971286477475
9,8,0.22058043259726726
9,9,0.22099352769135477
10,0,0.18041719739919998
10,1,0.17905437771606536
10,2,0.1800974141945792
10,3,0.17992407292463727
10,4,0.1794660829078764
10,5,0.18023296740809874
10,6,0.17956719724119696
10,7,0.17946316915239358
10,8,0.17948797718764595
10,9,0.18007205452705688
11,0,0.14550621258055824
11,1,0.1452107494835159
11,2,0.14501197900056903
11,3,0.14548971408457645
11,4,0.14542949001905306
11,5,0.1452929020874322
11,6,0.1459319426755352
11,7,0.14544457540872247
11,8,0.1459464039878607
11,9,0.14527408264093258
12,0,0.15674432775954444
12,1,0.1569498024396924
12,2,0.15672216405575487
12,3,0.1568095726329003
12,4,0.15727336394540564
12,5,0.15638057945559286
12,6,0.15691041651151205
12,7,0.15681071666835053
12,8,0.15698323341647677
12,9,0.15681323864009408
13,0,0.1396338090294736
13,1,0.13930769064672766
13,2,0.13942355842434936
13,3,0.13904098096167475
13,4,0.1394290067961302
13,5,0.13964773603556613
13,6,0.1389970655367578
13,7,0.13950548408026114
13,8,0.13924796396174374
13,9,0.1392191282757904
14,0,0.20972324403291714
14,1,0.20989037785779163
14,2,0.20970182854283778
14,3,0.20946344853679305
14,4,0.2102353107777193
14,5,0.21103634788090048
14,6,0.2094172624958494
14,7,0.21056964311994014
14,8,0.20874136890109998
14,9,0.2100441716301346
15,0,0.15989266486618858
15,1,0.15965789731981983
15,2,0.1593740023985649
15,3,0.15876624625347288
15,4,0.15984453830308287
15,5,0.15931825912761224
15,6,0.1600632123458555
15,7,0.15942961901536423
15,8,0.15891209066691686
15,9,0.15879488639883527
16,0,0.13671961603584482
16,1,0.13736759141113264
16,2,0.13655205158053102
16,3,0.13688786295432834
16,4,0.1362647851159344
16,5,0.13708826989699907
16,6,0.13732817443552953
16,7,0.1368595797500131
16,8,0.1364382398412245
16,9,0.13734587641145038
17,0,0.1725009213705546
17,1,0.17284737918407864
17,2,0.17235890756038694
17,3,0.1721318263294811
17,4,0.172941142952477
17,5,0.1718111911270338
17,6,0.17228240573083162
17,7,0.17279227919520251
17,8,0.1731074172025612
17,9,0.17243192135105093
18,0,0.1342615890442269
18,1,0.13495509159522254
18,2,0.13447107331264185
18,3,0.13482970232356653
18,4,0.13512758311522802
18,5,0.13439737437290422
18,6,0.1348597218275118
18,7,0.13459783563351954
18,8,0.1348499936913978
18,9,0.13424968938872098
19,0,0.2073904162551864
19,1,0.20889067813456602
19,2,0.20770600523509317
19,3,0.2078845891313979
19,4,0.20779646549686784
19,5,0.20649060443989314
19,6,0.20721365342899348
19,7,0.20841244040305673
19,8,0.20841419412405385
19,9,0.20666197105421522
20,0,0.12962460223058728
20,1,0.12955959354891997
20,2,0.13037910559249866
20,3,0.13011141139951787
20,4,0.1295364084861146
20,5,0.12961432147651078
20,6,0.13006508462363614
20,7,0.1295609805080335
20,8,0.12995348343799076
20,9,0.12957779602051897
21,0,0.1820958616976283
21,1,0.18197903522454534
21,2,0.18146151587620163
21,3,0.18187102943421612
21,4,0.18286663422277966
21,5,0.181981922648417
21,6,0.18221181727464453
21,7,0.1830226871159985
21,8,0.1821426283714467
21,9,0.18271088503738786
22,0,0.17087481056394352
22,1,0.17061986629655232
22,2,0.17110146749707614
22,3,0.17080413369712638
22,4,0.17093133158249973
22,5,0.1708195164299972
22,6,0.1704814442631452
22,7,0.170710399575601
22,8,0.17094908909134324
22,9,0.1704708959286277
23,0,0.1341632221048346
23,1,0.1328087171123996
23,2,0.13353925780911302
23,3,0.13382273868359035
23,4,0.13349192216447636
23,5,0.13291218718398318
23,6,0.13393415961775906
23,7,0.13337177181179655
23,8,0.13374271380160963
23,9,0.13341203651189965
24,0,0.22104305779535244
24,1,0.22238002585928066
24,2,0.2195860635851498
24,3,0.2209317668267493
24,4,0.2212852921374706
24,5,0.22094552911275314
24,6,0.22058943901550968
24,7,0.22204725774452805
24,8,0.22141662494116177
24,9,0.2215526030548366
25,0,0.13732804167456367
25,1,0.13693174297213745
25,2,0.13691315342372548
25,3,0.1370258127913523
25,4,0.1370376842618206
25,5,0.13673211914709196
25,6,0.13679350030108367
