simu_idx,session_idx,lr,weight
0,0,0.04332479531203574,2.621127486246735e-11
0,1,0.04891557071640994,2.1466451742450854e-05
0,2,0.04074154625554935,3.223329145989237e-09
0,3,0.04127089903797771,3.0318882776918184e-09
0,4,0.04138647490358462,1.8697287022751407e-09
0,5,0.04451556016192194,1.8800555740079686e-09
0,6,0.042537967454141734,1.2044073161088215e-10
0,7,0.05308303860543072,1.633990618049412e-12
0,8,0.05750142962726307,6.2072000314510826e-09
0,9,0.04323224906778251,6.37532885850938e-13
1,0,0.043712975497137214,9.148893938774272e-15
1,1,0.0483405536789775,6.480311051506306e-14
1,2,0.05533617893826513,1.7784141475407887e-13
1,3,0.04819088981314596,2.696624728421468e-15
1,4,0.049400308807118494,4.4163043777808186e-09
1,5,0.044966031751277585,1.1314241308668698e-13
1,6,0.04932080988505901,2.526691910134679e-15
1,7,0.051114576467688494,2.041392068895604e-09
1,8,0.049355625117908454,6.671377738107169e-17
1,9,0.04688763602341318,6.146492294265564e-14
2,0,0.05391546409826382,2.0973832323709244e-13
2,1,0.05487140055093903,7.173743945587705e-09
2,2,0.058799897897440494,1.0169601138956224e-08
2,3,0.05153012505208167,2.112836855103478e-15
2,4,0.05078429731265622,8.494763426181341e-05
2,5,0.0551651384213989,8.064222160638776e-10
2,6,0.052851306496677665,1.4178291466742149e-09
2,7,0.0536239963152735,6.731464301419346e-14
2,8,0.053557245447534936,2.3821898390361135e-11
2,9,0.050739295553708756,1.0015150213258998e-10
3,0,0.06596052400936914,2.1305244064155385e-15
3,1,0.07898808318935041,3.7426206546694696e-06
3,2,0.06930473618302396,4.441500092099633e-13
3,3,0.08074846677560552,7.622066540092639e-06
3,4,0.083326821312678,4.6161198069154035e-09
3,5,0.07553813966139859,1.9412585977343957e-14
3,6,0.0816449636030509,1.5059140729117154e-12
3,7,0.0818803821476549,8.403015934214052e-09
3,8,0.08006558382041581,7.047984965015842e-09
3,9,0.060145370125041335,1.3501823773276022e-13
4,0,0.056118279006147256,5.588077436611866e-09
4,1,0.04135433568620639,4.145415038945501e-14
4,2,0.03872310103315796,1.1258609638407513e-07
4,3,0.041601062081031315,3.846527847618342e-12
4,4,0.042998189492897604,3.5878906420343017e-10
4,5,0.04101769101965042,1.2519056461441513e-13
4,6,0.0384282980983705,7.662872652843498e-09
4,7,0.04571746211988372,4.710280076667735e-14
4,8,0.041551947534410265,1.325441503899645e-13
4,9,0.04003678520148597,6.37118498458017e-14
5,0,0.0733549496636339,4.196097374549348e-05
5,1,0.08113798360326596,6.5911788477976625e-06
5,2,0.025229142987354194,0.0005990656090847351
5,3,0.08528138608322648,2.917713382891126e-07
5,4,0.08051336221054263,2.1475650340251212e-05
5,5,0.08125295286611428,2.4799764583651424e-05
5,6,0.07884525909793812,2.1647465581291773e-05
5,7,0.0802474550631456,1.833652961360336e-05
5,8,0.07832667990829204,1.531632383392599e-05
5,9,0.07365758615050277,5.05195938062852e-05
6,0,0.044031299390709135,1.1442836417713152e-15
6,1,0.04338470063807539,2.17898449488255e-09
6,2,0.04222052362227855,1.7704950925626662e-14
6,3,0.04400202366690237,7.552198729662666e-14
6,4,0.04877648274197978,4.585661205920715e-09
6,5,0.041903909818572685,1.0299440047753165e-09
6,6,0.04592681632998773,2.0679544095575106e-14
6,7,0.0499101478083397,4.289522410815129e-15
6,8,0.045852720782533274,7.170049305558821e-14
6,9,0.04322268924205616,1.1116617237887392e-09
7,0,0.05516154303331942,1.0386873229329156e-14
7,1,0.0594203942020836,2.4510335314426364e-10
7,2,0.05346351163335721,6.080170210293162e-10
7,3,0.06002290428817639,5.841796956680391e-05
7,4,0.06085675764306271,2.851922420649584e-09
7,5,0.058714740326401796,3.5487778702959544e-05
7,6,0.061699504404713106,1.7844014807720794e-09
7,7,0.06632417844357344,3.847724670510196e-09
7,8,0.061031156413993794,2.3589700181150773e-09
7,9,0.06770717726934453,3.998182700578256e-09
8,0,0.043156193749273916,8.804614752898205e-11
8,1,0.04229852530863293,9.878576896063743e-14
8,2,0.04690642132702522,2.3315167224829127e-07
8,3,0.04714353020569992,6.60387953054468e-14
8,4,0.04195569995932691,1.685683902724696e-10
8,5,0.03985540217506398,9.33987437244025e-14
8,6,0.05016076759737297,1.0172776473928145e-14
8,7,0.0474828065023759,1.0789028439139954e-13
8,8,0.04438224582192505,1.5813899070204502e-13
8,9,0.04669383907018203,1.6902793410805155e-13
9,0,0.05577366300644137,5.8061119464373215e-06
9,1,0.057854426175732304,9.250108339877528e-06
9,2,0.055546918108245795,2.3648237363057016e-12
9,3,0.0562418808639353,2.0072706635301853e-07
9,4,0.06425624587561377,1.682487099469379e-05
9,5,0.053230910755317024,8.598160337184478e-06
9,6,0.05266367099886697,1.1441161276718442e-13
9,7,0.05462359117061184,1.4070797946931238e-05
9,8,0.0533014920725368,3.055509376524485e-05
9,9,0.056089698973402956,5.307316542683633e-07
10,0,0.07438857804130784,1.0243751666332714e-13
10,1,0.07817132782844746,1.9101652790810953e-07
10,2,0.08696493169635836,5.725430704016574e-14
10,3,0.07788017587476201,6.346452348974614e-09
10,4,0.07706930196821907,9.586224304601461e-14
10,5,0.07447030365461618,1.0480478205055518e-14
10,6,0.07884158154836084,8.728326875746509e-09
10,7,0.0838824488938636,2.1713621409098434e-05
10,8,0.07741564307719548,1.2599658591853554e-08
10,9,0.07184210040330154,4.1116335013297206e-14
11,0,0.05182617894673095,1.913680667964786e-16
11,1,0.053189165982267875,1.4701002127856527e-08
11,2,0.056143488948874824,1.2426048378045757e-14
11,3,0.061121872849354136,1.1235040661981382e-08
11,4,0.058092918078664894,1.677133315580897e-09
11,5,0.05625980025357141,1.5647072035428878e-13
11,6,0.05435302774300579,3.932446068043654e-13
11,7,0.05472878151378155,8.457427190806951e-14
11,8,0.05695326101308251,6.736886503538265e-05
11,9,0.05897073548294048,6.834667751883225e-10
12,0,0.05304019021965564,7.71979600585188e-09
12,1,0.04909237053697462,9.566846990157313e-11
12,2,0.04957384335047423,4.280091055172783e-14
12,3,0.05056571199153836,2.7357563046893817e-14
12,4,0.05010066724507869,8.702356815907559e-14
12,5,0.04884612029059685,9.934421116366293e-14
12,6,0.05123900755440511,7.027935212173814e-05
12,7,0.04992966421248671,2.7279713997681682e-14
12,8,0.04923636323849587,2.1097284616088523e-09
12,9,0.046662207965691274,8.23657224301204e-05
13,0,0.060569927071603406,1.3372682019276784e-13
13,1,0.08611892896674792,1.3328388279122347e-12
13,2,0.07690876504807086,1.956569278880986e-12
13,3,0.06454410835120244,2.6617302411704245e-13
13,4,0.06649381892022842,8.314454995099822e-14
13,5,0.08767600025082542,1.3179633708178262e-12
13,6,0.0634472822393349,1.7520771710088874e-13
13,7,0.06184418595331373,1.41386136603887e-13
13,8,0.07226520450889821,7.377692640211488e-09
13,9,0.07263910749937613,3.19741711595025e-14
14,0,0.043898481609587134,3.833401584051456e-09
14,1,0.03865625466344744,6.368741952177287e-14
